VEMCO DATA LOG,1.0.0,vdati-2.7.2-20201124-66707c-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Index,Frequency (kHz),Decoder,PPM Map ID,HR Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Detection Type,Full ID,ID,Signal Strength (dB),Noise (dB),Quality Score,Decoder,Sensor Value,Sensor Unit
DET_FILTER_DESC,Filter Name,Details,Rejected Detections
DIAG_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise Mean (mV),Tilt (deg),Depth (m),PPM Pings,PPM Detections
DIAG_FAST_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise (mV),Tilt (deg),Depth (m)
EVENT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Event Type,Event Details
EVENT_FAULT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Fault Importance,Fault Code,Fault Description
EVENT_INIT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),External Time Zone,Firmware Version
EVENT_OFFLOAD_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Time Zone,HR Total Accepted Detections,PPM Total Accepted Detections,Memory Remaining (%),Battery Remaining (%),Original File
HEALTH_VR2AR_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Memory Remaining (%),RTC Time
TEMP_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient (deg C),Internal (deg C)
TEMP_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Min (deg C),Ambient Max (deg C),Ambient Mean (deg C),Sample Count,Accumulation Period (s)
DATA_SOURCE_FILE,VR2AR_545593_20200714_1.vrl,8a40aad5-66d4-f34f-8e7b-4a58913bfdb3,com.vemco.file.vrl.0207.ff02.ff02/5.1.1,569508,ORIGINAL
DEPTH,2020-05-26 05:00:00,2020-05-26 04:58:21.206596,,-98.793403833,VR2AR-69,545593,27
BATTERY,2020-05-26 05:00:00,2020-05-26 04:58:21.206596,,-98.793403833,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-05-26 05:02:35.2947,2020-05-26 05:00:56.49945,,-98.795249950,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 05:13:20.0107,2020-05-26 05:11:41.207785,,-98.802914226,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 05:23:46.9427,2020-05-26 05:22:08.132332,,-98.810367089,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 05:33:38.3067,2020-05-26 05:31:59.489302,,-98.817397125,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 05:44:18.3427,2020-05-26 05:42:39.517694,,-98.825005766,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 05:54:35.9147,2020-05-26 05:52:57.082352,,-98.832347359,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 06:00:00,2020-05-26 05:58:21.163799,,-98.836200030,VR2AR-69,545593,18.834,656,2,27,48,6
TEMP,2020-05-26 06:00:00,2020-05-26 05:58:21.163799,,-98.836200030,VR2AR-69,545593,18.834,
DEPTH,2020-05-26 06:00:00,2020-05-26 05:58:21.163799,,-98.836200030,VR2AR-69,545593,27
BATTERY,2020-05-26 06:00:00,2020-05-26 05:58:21.163799,,-98.836200030,VR2AR-69,545593,PRIMARY,,,3.5984,
DET,2020-05-26 06:04:08.0907,2020-05-26 06:02:29.25155,,-98.839149291,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 06:14:09.7507,2020-05-26 06:12:30.904398,,-98.846301724,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 06:25:09.9107,2020-05-26 06:23:31.05655,,-98.854149596,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 06:36:07.2627,2020-05-26 06:34:28.400735,,-98.861964086,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 06:46:59.4667,2020-05-26 06:45:20.596982,,-98.869717378,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 06:57:41.3747,2020-05-26 06:56:02.497351,,-98.877348273,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 07:00:00,2020-05-26 06:58:21.121003,,-98.878996227,VR2AR-69,545593,18.789,671,3,27,48,6
TEMP,2020-05-26 07:00:00,2020-05-26 06:58:21.121003,,-98.878996227,VR2AR-69,545593,18.789,
DEPTH,2020-05-26 07:00:00,2020-05-26 06:58:21.121003,,-98.878996227,VR2AR-69,545593,27
BATTERY,2020-05-26 07:00:00,2020-05-26 06:58:21.121003,,-98.878996227,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-05-26 07:08:02.6907,2020-05-26 07:06:23.805965,,-98.884734373,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 07:17:42.3547,2020-05-26 07:16:03.463074,,-98.891625321,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 07:27:58.9907,2020-05-26 07:26:20.091744,,-98.898955787,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 07:37:29.2947,2020-05-26 07:35:50.388964,,-98.905735465,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 07:47:27.2107,2020-05-26 07:45:48.297856,,-98.912843391,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 07:58:20.3507,2020-05-26 07:56:41.430092,,-98.920607809,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 08:00:00,2020-05-26 07:58:21.078207,,-98.921792424,VR2AR-69,545593,18.744,720,10,28,48,6
TEMP,2020-05-26 08:00:00,2020-05-26 07:58:21.078207,,-98.921792424,VR2AR-69,545593,18.744,
DEPTH,2020-05-26 08:00:00,2020-05-26 07:58:21.078207,,-98.921792424,VR2AR-69,545593,28
BATTERY,2020-05-26 08:00:00,2020-05-26 07:58:21.078207,,-98.921792424,VR2AR-69,545593,PRIMARY,,,3.5964,
DET,2020-05-26 08:09:03.6626,2020-05-26 08:07:24.734344,,-98.928255393,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 08:19:27.3186,2020-05-26 08:17:48.38293,,-98.935669312,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 08:29:11.6626,2020-05-26 08:27:32.719984,,-98.942615895,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 08:39:37.1906,2020-05-26 08:37:58.240547,,-98.950052067,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 08:49:25.7466,2020-05-26 08:47:46.789551,,-98.957048722,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 08:59:59.6986,2020-05-26 08:58:20.734014,,-98.964585038,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 09:00:00,2020-05-26 08:58:21.035411,,-98.964588620,VR2AR-69,545593,18.722,698,7,28,48,6
TEMP,2020-05-26 09:00:00,2020-05-26 08:58:21.035411,,-98.964588620,VR2AR-69,545593,18.722,
DEPTH,2020-05-26 09:00:00,2020-05-26 08:58:21.035411,,-98.964588620,VR2AR-69,545593,28
BATTERY,2020-05-26 09:00:00,2020-05-26 08:58:21.035411,,-98.964588620,VR2AR-69,545593,PRIMARY,,,3.5935,
DET,2020-05-26 09:10:05.1026,2020-05-26 09:08:26.130818,,-98.971781979,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 09:19:12.9426,2020-05-26 09:17:33.964305,,-98.978294609,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 09:28:25.9306,2020-05-26 09:26:46.945731,,-98.984868438,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 09:37:49.2146,2020-05-26 09:36:10.223035,,-98.991564664,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 09:47:32.6226,2020-05-26 09:45:53.624099,,-98.998500120,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 09:57:56.2786,2020-05-26 09:56:17.272685,,-99.005914039,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 10:00:00,2020-05-26 09:58:20.992615,,-99.007384818,VR2AR-69,545593,18.722,683,5,27,48,6
TEMP,2020-05-26 10:00:00,2020-05-26 09:58:20.992615,,-99.007384818,VR2AR-69,545593,18.722,
DEPTH,2020-05-26 10:00:00,2020-05-26 09:58:20.992615,,-99.007384818,VR2AR-69,545593,27
BATTERY,2020-05-26 10:00:00,2020-05-26 09:58:20.992615,,-99.007384818,VR2AR-69,545593,PRIMARY,,,3.5964,
DET,2020-05-26 10:07:41.0906,2020-05-26 10:06:02.077733,,-99.012866186,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 10:18:07.5546,2020-05-26 10:16:28.534286,,-99.020313484,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 10:27:57.5146,2020-05-26 10:26:18.487273,,-99.027326830,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 10:38:34.7426,2020-05-26 10:36:55.707697,,-99.034902089,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 10:48:46.6986,2020-05-26 10:47:07.656423,,-99.042176921,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 10:58:08.1105,2020-05-26 10:56:29.061649,,-99.048850890,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 11:00:00,2020-05-26 10:58:20.949818,,-99.050181014,VR2AR-69,545593,18.722,685,1,28,48,6
TEMP,2020-05-26 11:00:00,2020-05-26 10:58:20.949818,,-99.050181014,VR2AR-69,545593,18.722,
DEPTH,2020-05-26 11:00:00,2020-05-26 10:58:20.949818,,-99.050181014,VR2AR-69,545593,28
BATTERY,2020-05-26 11:00:00,2020-05-26 10:58:20.949818,,-99.050181014,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-05-26 11:07:47.7745,2020-05-26 11:06:08.718758,,-99.055741839,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 11:18:04.4105,2020-05-26 11:16:25.347427,,-99.063072305,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 11:27:34.7145,2020-05-26 11:25:55.644648,,-99.069851983,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 11:37:32.6305,2020-05-26 11:35:53.55354,,-99.076959909,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 11:48:25.3025,2020-05-26 11:46:46.217781,,-99.084718763,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 11:59:07.6785,2020-05-26 11:57:28.586144,,-99.092355222,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 12:00:00,2020-05-26 11:58:20.907022,,-99.092977211,VR2AR-69,545593,18.744,666,3,28,48,6
TEMP,2020-05-26 12:00:00,2020-05-26 11:58:20.907022,,-99.092977211,VR2AR-69,545593,18.744,
DEPTH,2020-05-26 12:00:00,2020-05-26 11:58:20.907022,,-99.092977211,VR2AR-69,545593,28
BATTERY,2020-05-26 12:00:00,2020-05-26 11:58:20.907022,,-99.092977211,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-05-26 12:09:29.4625,2020-05-26 12:07:50.362753,,-99.099746886,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 12:19:10.5305,2020-05-26 12:17:31.423845,,-99.106654525,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 12:29:29.5065,2020-05-26 12:27:50.392487,,-99.114012808,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 12:39:04.9585,2020-05-26 12:37:25.837646,,-99.120853686,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 12:49:12.7025,2020-05-26 12:47:33.574421,,-99.128078444,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 12:58:25.2224,2020-05-26 12:56:46.087753,,-99.134646707,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 13:00:00,2020-05-26 12:58:20.864226,,-99.135773408,VR2AR-69,545593,18.878,672,8,28,48,6
TEMP,2020-05-26 13:00:00,2020-05-26 12:58:20.864226,,-99.135773408,VR2AR-69,545593,18.878,
DEPTH,2020-05-26 13:00:00,2020-05-26 12:58:20.864226,,-99.135773408,VR2AR-69,545593,28
BATTERY,2020-05-26 13:00:00,2020-05-26 12:58:20.864226,,-99.135773408,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-05-26 13:07:47.1025,2020-05-26 13:06:07.961173,,-99.141326244,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 13:17:28.1704,2020-05-26 13:15:49.022166,,-99.148233882,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 13:27:47.6144,2020-05-26 13:26:08.458802,,-99.155597729,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 13:37:24.0024,2020-05-26 13:35:44.83995,,-99.162449733,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 13:47:33.6184,2020-05-26 13:45:54.448703,,-99.169696746,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 13:56:49.8825,2020-05-26 13:55:10.70619,,-99.176309520,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 14:00:00,2020-05-26 13:58:20.82143,,-99.178569605,VR2AR-69,545593,18.968,680,1,28,48,6
TEMP,2020-05-26 14:00:00,2020-05-26 13:58:20.82143,,-99.178569605,VR2AR-69,545593,18.968,
DEPTH,2020-05-26 14:00:00,2020-05-26 13:58:20.82143,,-99.178569605,VR2AR-69,545593,28
BATTERY,2020-05-26 14:00:00,2020-05-26 13:58:20.82143,,-99.178569605,VR2AR-69,545593,PRIMARY,,,3.5964,
DET,2020-05-26 14:06:19.2504,2020-05-26 14:04:40.067321,,-99.183078070,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 14:16:14.8264,2020-05-26 14:14:35.636241,,-99.190158178,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 14:27:03.2864,2020-05-26 14:25:24.088533,,-99.197866962,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 14:37:37.2384,2020-05-26 14:35:58.032996,,-99.205403277,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 14:47:42.1744,2020-05-26 14:46:02.961805,,-99.212594655,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 14:56:49.5464,2020-05-26 14:55:10.327298,,-99.219101722,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 15:00:00,2020-05-26 14:58:20.778634,,-99.221365802,VR2AR-69,545593,19.081,679,2,28,48,6
TEMP,2020-05-26 15:00:00,2020-05-26 14:58:20.778634,,-99.221365802,VR2AR-69,545593,19.081,
DEPTH,2020-05-26 15:00:00,2020-05-26 14:58:20.778634,,-99.221365802,VR2AR-69,545593,28
BATTERY,2020-05-26 15:00:00,2020-05-26 14:58:20.778634,,-99.221365802,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-05-26 15:06:01.1304,2020-05-26 15:04:21.904741,,-99.225658859,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 15:15:21.6064,2020-05-26 15:13:42.374078,,-99.232321704,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 15:24:59.8664,2020-05-26 15:23:20.627204,,-99.239195962,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 15:35:13.2264,2020-05-26 15:33:33.979912,,-99.246487483,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 15:44:36.9784,2020-05-26 15:42:57.72521,,-99.253189272,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 15:54:21.7903,2020-05-26 15:52:42.530158,,-99.260141418,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 16:00:00,2020-05-26 15:58:20.735838,,-99.264161999,VR2AR-69,545593,18.991,691,6,28,48,6
TEMP,2020-05-26 16:00:00,2020-05-26 15:58:20.735838,,-99.264161999,VR2AR-69,545593,18.991,
DEPTH,2020-05-26 16:00:00,2020-05-26 15:58:20.735838,,-99.264161999,VR2AR-69,545593,28
BATTERY,2020-05-26 16:00:00,2020-05-26 15:58:20.735838,,-99.264161999,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-05-26 16:04:48.7224,2020-05-26 16:03:09.454805,,-99.267594282,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 16:14:40.0863,2020-05-26 16:13:00.811675,,-99.274624318,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 16:25:19.6543,2020-05-26 16:23:40.372072,,-99.282227395,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 16:35:35.8223,2020-05-26 16:33:56.532747,,-99.289552297,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 16:45:05.6583,2020-05-26 16:43:26.361973,,-99.296326411,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 16:55:02.1703,2020-05-26 16:53:22.866882,,-99.303417646,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 17:00:00,2020-05-26 16:58:20.693041,,-99.306958195,VR2AR-69,545593,19.081,669,5,28,48,6
TEMP,2020-05-26 17:00:00,2020-05-26 16:58:20.693041,,-99.306958195,VR2AR-69,545593,19.081,
DEPTH,2020-05-26 17:00:00,2020-05-26 16:58:20.693041,,-99.306958195,VR2AR-69,545593,28
BATTERY,2020-05-26 17:00:00,2020-05-26 16:58:20.693041,,-99.306958195,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-05-26 17:05:52.0343,2020-05-26 17:04:12.723156,,-99.311143120,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 17:16:28.7943,2020-05-26 17:14:49.475587,,-99.318712817,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 17:26:39.8143,2020-05-26 17:25:00.488323,,-99.325976521,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 17:35:58.8863,2020-05-26 17:34:19.553677,,-99.332622674,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 17:45:34.3383,2020-05-26 17:43:54.998836,,-99.339463551,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 17:55:42.0823,2020-05-26 17:54:02.735611,,-99.346688310,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 18:00:00,2020-05-26 17:58:20.650245,,-99.349754393,VR2AR-69,545593,19.238,676,0,27,48,6
TEMP,2020-05-26 18:00:00,2020-05-26 17:58:20.650245,,-99.349754393,VR2AR-69,545593,19.238,
DEPTH,2020-05-26 18:00:00,2020-05-26 17:58:20.650245,,-99.349754393,VR2AR-69,545593,27
BATTERY,2020-05-26 18:00:00,2020-05-26 17:58:20.650245,,-99.349754393,VR2AR-69,545593,PRIMARY,,,3.5984,
DET,2020-05-26 18:04:55.0703,2020-05-26 18:03:15.717037,,-99.353262139,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 18:14:18.3543,2020-05-26 18:12:38.994341,,-99.359958365,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 18:24:02.2303,2020-05-26 18:22:22.8634,,-99.366899385,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 18:34:26.8223,2020-05-26 18:32:47.447975,,-99.374324430,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 18:44:13.5063,2020-05-26 18:42:34.125001,,-99.381298832,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 18:54:44.1823,2020-05-26 18:53:04.793503,,-99.388796201,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 19:00:00,2020-05-26 18:58:20.607449,,-99.392550590,VR2AR-69,545593,19.261,674,7,27,48,6
TEMP,2020-05-26 19:00:00,2020-05-26 18:58:20.607449,,-99.392550590,VR2AR-69,545593,19.261,
DEPTH,2020-05-26 19:00:00,2020-05-26 18:58:20.607449,,-99.392550590,VR2AR-69,545593,27
BATTERY,2020-05-26 19:00:00,2020-05-26 18:58:20.607449,,-99.392550590,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-05-26 19:04:43.0343,2020-05-26 19:03:03.638384,,-99.395915253,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 19:15:38.0463,2020-05-26 19:13:58.642598,,-99.403701928,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 19:26:25.1023,2020-05-26 19:24:45.690905,,-99.411394020,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 19:36:56.2463,2020-05-26 19:35:16.827403,,-99.418896954,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 19:46:56.0342,2020-05-26 19:45:16.608172,,-99.426027133,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 19:57:52.9182,2020-05-26 19:56:13.484363,,-99.433836059,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 20:00:00,2020-05-26 19:58:20.564653,,-99.435346786,VR2AR-69,545593,18.677,670,1,27,48,6
TEMP,2020-05-26 20:00:00,2020-05-26 19:58:20.564653,,-99.435346786,VR2AR-69,545593,18.677,
DEPTH,2020-05-26 20:00:00,2020-05-26 19:58:20.564653,,-99.435346786,VR2AR-69,545593,27
BATTERY,2020-05-26 20:00:00,2020-05-26 19:58:20.564653,,-99.435346786,VR2AR-69,545593,PRIMARY,,,3.5935,
DET,2020-05-26 20:08:44.1863,2020-05-26 20:07:04.744721,,-99.441578226,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 20:19:23.7542,2020-05-26 20:17:44.305018,,-99.449181301,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 20:29:40.3902,2020-05-26 20:28:00.933688,,-99.456511767,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 20:39:11.1622,2020-05-26 20:37:31.698902,,-99.463297009,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 20:49:10.0142,2020-05-26 20:47:30.543783,,-99.470416061,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 21:00:00,2020-05-26 20:58:20.521857,,-99.478142984,VR2AR-69,545593,18.901,696,4,27,40,5
TEMP,2020-05-26 21:00:00,2020-05-26 20:58:20.521857,,-99.478142984,VR2AR-69,545593,18.901,
DEPTH,2020-05-26 21:00:00,2020-05-26 20:58:20.521857,,-99.478142984,VR2AR-69,545593,27
BATTERY,2020-05-26 21:00:00,2020-05-26 20:58:20.521857,,-99.478142984,VR2AR-69,545593,PRIMARY,,,3.5964,
DET,2020-05-26 21:00:05.0262,2020-05-26 20:58:25.547997,,-99.478202734,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 21:10:52.5502,2020-05-26 21:09:13.064299,,-99.485900390,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 21:21:25.0982,2020-05-26 21:19:45.604779,,-99.493420016,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 21:31:27.2262,2020-05-26 21:29:47.725621,,-99.500578012,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 21:42:28.7902,2020-05-26 21:40:49.281757,,-99.508442575,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-05-26 21:53:29.4182,2020-05-26 21:51:49.901903,,-99.516296009,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-05-26 22:00:00,2020-05-26 21:58:20.47906,,-99.520939180,VR2AR-69,545593,18.766,635,3,27,48,6
TEMP,2020-05-26 22:00:00,2020-05-26 21:58:20.47906,,-99.520939180,VR2AR-69,545593,18.766,
DEPTH,2020-05-26 22:00:00,2020-05-26 21:58:20.47906,,-99.520939180,VR2AR-69,545593,27
BATTERY,2020-05-26 22:00:00,2020-05-26 21:58:20.47906,,-99.520939180,VR2AR-69,545593,PRIMARY,,,3.5993,
