transmitter_id,transmitter_serial_number,tagging_project_name,transmitter_type,transmitter_sensor_type,transmitter_sensor_slope,transmitter_sensor_intercept,transmitter_sensor_unit,transmitter_estimated_battery_life,transmitter_status,transmitter_deployment_id,species_common_name,species_scientific_name,animal_sex,placement,transmitter_deployment_locality,transmitter_deployment_latitude,transmitter_deployment_longitude,transmitter_deployment_datetime,transmitter_deployment_comments,embargo_date,transmitter_recovery_datetime,transmitter_recovery_latitude,transmitter_recovery_longitude
A69-9002-14797,1126199,IMOS-ATF Heron Island,V16,PRESSURE,0.3032,-1.2129,m,824,DEPLOYED,60431414,Tiger Shark,Galeocerdo cuvier,FEMALE,INTERNAL,Heron island,-23.43767,151.99593,2012-09-19 05:55:00,,,,,
