detection_datetime,transmitter_id,tag_id,transmitter_deployment_id,tagging_project_name,species_common_name,species_scientific_name,CAAB_species_id,WORMS_species_aphia_id,animal_sex,receiver_project_name,installation_name,station_name,receiver_id,receiver_name,receiver_deployment_id,receiver_deployment_longitude,receiver_deployment_latitude,transmitter_sensor_type,transmitter_sensor_raw_value,transmitter_sensor_unit,transmitter_sensor_slope,transmitter_sensor_intercept,transmitter_type,transmitter_serial_number,transmitter_estimated_battery_life,transmitter_status,transmitter_deployment_longitude,transmitter_deployment_latitude,transmitter_deployment_datetime,transmitter_dual_sensor,embargo_date
2013-08-25 10:52:23,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 21,9145,VR2W-101878,62647364,151.92682,-23.43282,PRESSURE,35.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-25 10:51:19,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 21,9145,VR2W-101878,62647364,151.92682,-23.43282,PRESSURE,7.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-25 08:12:25,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,0.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-25 06:58:00,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S5,2240622,VR2W-113984,62628029,152.03047,-23.41777,PRESSURE,46.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-25 06:56:41,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S5,2240622,VR2W-113984,62628029,152.03047,-23.41777,PRESSURE,67.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-25 06:55:34,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S5,2240622,VR2W-113984,62628029,152.03047,-23.41777,PRESSURE,42.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-24 21:00:07,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S1,2911691,VR2W-112758,62628004,152.05516,-23.41504,PRESSURE,39.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-24 14:09:00,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,2.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-24 14:05:39,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,12.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-24 14:02:48,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,9.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-24 13:43:08,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 12,13467,VR2W-106887,62635158,151.99947,-23.44943,PRESSURE,3.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-23 11:05:00,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF One Tree Island,IMOS-ATF One Tree Island,OT 10,250232,VR2W-101728,62120647,152.07939,-23.49704,PRESSURE,1.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-23 11:03:22,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF One Tree Island,IMOS-ATF One Tree Island,OT 10,250232,VR2W-101728,62120647,152.07939,-23.49704,PRESSURE,4.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-21 02:32:08,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S1,2911691,VR2W-112758,62628004,152.05516,-23.41504,PRESSURE,34.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-20 22:14:04,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S5,2240622,VR2W-113984,62628029,152.03047,-23.41777,PRESSURE,84.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-20 22:07:41,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S5,2240622,VR2W-113984,62628029,152.03047,-23.41777,PRESSURE,14.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-20 08:47:07,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 28,2816088,VR2W-114553,62647413,151.96809,-23.44894,PRESSURE,6.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 01:36:08,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,NW Heron,13461,VR2W-106874,62531636,151.91539,-23.43442,PRESSURE,51.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 01:34:58,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,NW Heron,13461,VR2W-106874,62531636,151.91539,-23.43442,PRESSURE,50.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 01:19:04,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 21,9145,VR2W-101878,62647364,151.92682,-23.43282,PRESSURE,57.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 01:14:34,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 21,9145,VR2W-101878,62647364,151.92682,-23.43282,PRESSURE,94.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 01:13:17,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 21,9145,VR2W-101878,62647364,151.92682,-23.43282,PRESSURE,101.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 01:11:46,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 21,9145,VR2W-101878,62647364,151.92682,-23.43282,PRESSURE,101.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 01:10:07,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 21,9145,VR2W-101878,62647364,151.92682,-23.43282,PRESSURE,103.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 00:20:07,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,NE Heron,1712328,VR2W-113133,62627940,151.94185,-23.43433,PRESSURE,52.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 00:18:27,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,NE Heron,1712328,VR2W-113133,62627940,151.94185,-23.43433,PRESSURE,31.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 00:17:09,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,NE Heron,1712328,VR2W-113133,62627940,151.94185,-23.43433,PRESSURE,46.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-19 00:15:38,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,NE Heron,1712328,VR2W-113133,62627940,151.94185,-23.43433,PRESSURE,53.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 22:00:12,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 24,13477,VR2W-106902,62627954,151.9807,-23.43666,PRESSURE,33.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 21:58:34,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 24,13477,VR2W-106902,62627954,151.9807,-23.43666,PRESSURE,41.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 21:56:53,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 24,13477,VR2W-106902,62627954,151.9807,-23.43666,PRESSURE,44.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 21:52:43,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 24,13477,VR2W-106902,62627954,151.9807,-23.43666,PRESSURE,12.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 20:36:48,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 12,13467,VR2W-106887,62635158,151.99947,-23.44943,PRESSURE,7.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:18:40,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,0.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:16:57,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,30.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:15:13,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,29.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:13:54,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,27.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:12:47,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,27.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:11:20,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,24.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:10:09,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,18.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:07:04,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,19.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:04:42,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,12.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 06:03:43,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,3.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 05:53:26,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,18.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 05:50:34,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,27.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-18 05:49:05,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,7.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-16 06:38:41,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,6.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-16 06:36:59,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,15.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-16 06:35:16,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,0.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-16 06:33:31,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,25.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-16 06:32:10,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,22.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-16 06:06:20,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 12,13467,VR2W-106887,62635158,151.99947,-23.44943,PRESSURE,4.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-13 00:42:28,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E2,13457,VR2W-106896,62121111,151.99879,-23.45786,PRESSURE,26.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-11 22:34:37,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S5,2240622,VR2W-113984,62628029,152.03047,-23.41777,PRESSURE,51.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-11 22:33:34,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S5,2240622,VR2W-113984,62628029,152.03047,-23.41777,PRESSURE,61.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-09 18:03:55,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,S3,2911693,VR2W-112755,62628018,152.03804,-23.45718,PRESSURE,16.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-08 07:50:45,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 16,1394142,VR2W-106869,62647377,151.93471,-23.46501,PRESSURE,0.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-08 07:49:11,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 16,1394142,VR2W-106869,62647377,151.93471,-23.46501,PRESSURE,1.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-06 07:14:45,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 13,3566931,VR2W-113112,62627993,151.99083,-23.46936,PRESSURE,76.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-06 06:59:05,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 13,3566931,VR2W-113112,62627993,151.99083,-23.46936,PRESSURE,79.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-06 06:57:23,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 13,3566931,VR2W-113112,62627993,151.99083,-23.46936,PRESSURE,70.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-06 06:42:45,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 13,3566931,VR2W-113112,62627993,151.99083,-23.46936,PRESSURE,77.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-06 05:50:22,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E2,13457,VR2W-106896,62121111,151.99879,-23.45786,PRESSURE,20.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-06 05:29:13,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,HER 12,13467,VR2W-106887,62635158,151.99947,-23.44943,PRESSURE,17.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-06 03:00:13,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,1.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-06 02:59:10,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,25.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
2013-08-06 02:58:11,A69-9002-14797,51448633,60431414,IMOS-ATF Heron Island,Tiger Shark,Galeocerdo cuvier,37018022,105799,FEMALE,IMOS-ATF Heron Island,IMOS-ATF Heron Island,Heron E1,13458,VR2W-106879,62641167,151.99969,-23.43712,PRESSURE,24.0,m,0.3032,-1.2129,V16,1126199,824,CURRENT,151.99593,-23.43767,2012-09-19 05:55:00,false,
