lon,lat,bath
72.32473958333334,5.866840277777778,-1674
72.57456597222223,5.866840277777778,-1320
72.82439236111112,5.866840277777778,-43
73.07421875,5.866840277777778,-17
73.32404513888889,5.866840277777778,-12
73.57387152777778,5.866840277777778,-2348
73.82369791666667,5.866840277777778,-2080
74.07352430555557,5.866840277777778,-2422
74.32335069444446,5.866840277777778,-2768
74.57317708333333,5.866840277777778,-2765
74.82300347222223,5.866840277777778,-2744
75.07282986111112,5.866840277777778,-2708
75.32265625000001,5.866840277777778,-2494
75.5724826388889,5.866840277777778,-2284
75.82230902777778,5.866840277777778,-2307
76.07213541666667,5.866840277777778,-2280
76.32196180555556,5.866840277777778,-2289
76.57178819444445,5.866840277777778,-2386
76.82161458333334,5.866840277777778,-2361
77.07144097222223,5.866840277777778,-2438
77.32126736111111,5.866840277777778,-2419
77.57109375,5.866840277777778,-2413
77.8209201388889,5.866840277777778,-2622
78.07074652777779,5.866840277777778,-3453
78.32057291666668,5.866840277777778,-3283
78.57039930555555,5.866840277777778,-3179
78.82022569444445,5.866840277777778,-3221
79.07005208333334,5.866840277777778,-3092
79.31987847222223,5.866840277777778,-3495
79.56970486111112,5.866840277777778,-3587
79.81953125000001,5.866840277777778,-1653
80.06935763888889,5.866840277777778,-183
80.31918402777778,5.866840277777778,-498
80.56901041666667,5.866840277777778,-832
80.81883680555556,5.866840277777778,-59
81.06866319444445,5.866840277777778,-773
81.31848958333333,5.866840277777778,-682
81.56831597222222,5.866840277777778,-3619
81.81814236111111,5.866840277777778,-4094
82.06796875,5.866840277777778,-4086
82.3177951388889,5.866840277777778,-4082
82.56762152777779,5.866840277777778,-4074
82.81744791666668,5.866840277777778,-4047
83.06727430555556,5.866840277777778,-4047
83.31710069444445,5.866840277777778,-4047
83.56692708333334,5.866840277777778,-4033
83.81675347222223,5.866840277777778,-4011
84.06657986111111,5.866840277777778,-4001
84.31640625,5.866840277777778,-3979
84.56623263888889,5.866840277777778,-3987
84.81605902777778,5.866840277777778,-3984
85.06588541666667,5.866840277777778,-3974
85.31571180555557,5.866840277777778,-3951
85.56553819444446,5.866840277777778,-3922
85.81536458333333,5.866840277777778,-3954
86.06519097222223,5.866840277777778,-3930
86.31501736111112,5.866840277777778,-3961
86.56484375000001,5.866840277777778,-3944
86.8146701388889,5.866840277777778,-3919
87.06449652777778,5.866840277777778,-3908
87.31432291666667,5.866840277777778,-3904
87.56414930555556,5.866840277777778,-3900
87.81397569444445,5.866840277777778,-3897
88.06380208333334,5.866840277777778,-3892
88.31362847222223,5.866840277777778,-3861
88.56345486111111,5.866840277777778,-3833
88.81328125,5.866840277777778,-3788
89.0631076388889,5.866840277777778,-3705
89.31293402777779,5.866840277777778,-3426
89.56276041666668,5.866840277777778,-3032
89.81258680555555,5.866840277777778,-2802
90.06241319444445,5.866840277777778,-2763
90.31223958333334,5.866840277777778,-2829
90.56206597222223,5.866840277777778,-2847
90.81189236111112,5.866840277777778,-2655
91.06171875000001,5.866840277777778,-3747
91.3115451388889,5.866840277777778,-3770
91.56137152777778,5.866840277777778,-3837
91.81119791666667,5.866840277777778,-3866
92.06102430555556,5.866840277777778,-4041
92.31085069444445,5.866840277777778,-4238
92.56067708333333,5.866840277777778,-4316
92.81050347222222,5.866840277777778,-2906
93.06032986111111,5.866840277777778,-1587
93.31015625,5.866840277777778,-1372
93.5599826388889,5.866840277777778,-1922
93.80980902777779,5.866840277777778,-1456
94.05963541666668,5.866840277777778,-2240
94.30946180555556,5.866840277777778,-1864
94.55928819444445,5.866840277777778,-1408
94.80911458333334,5.866840277777778,-110
95.05894097222223,5.866840277777778,-741
95.30876736111111,5.866840277777778,-160
95.55859375,5.866840277777778,-1202
95.80842013888889,5.866840277777778,-1287
96.05824652777778,5.866840277777778,-1315
96.30807291666667,5.866840277777778,-1317
96.55789930555557,5.866840277777778,-1319
96.80772569444446,5.866840277777778,-1256
97.05755208333333,5.866840277777778,-1065
97.30737847222223,5.866840277777778,-736
97.55720486111112,5.866840277777778,-158
97.80703125000001,5.866840277777778,-104
98.05685763888889,5.866840277777778,-105
98.30668402777778,5.866840277777778,-86
98.55651041666667,5.866840277777778,-99
98.80633680555556,5.866840277777778,-106
72.32473958333334,5.6171875,-1884
72.57456597222223,5.6171875,-1358
72.82439236111112,5.6171875,-7
73.07421875,5.6171875,-599
73.32404513888889,5.6171875,-363
73.57387152777778,5.6171875,-2165
73.82369791666667,5.6171875,-2342
74.07352430555557,5.6171875,-2375
74.32335069444446,5.6171875,-2709
74.57317708333333,5.6171875,-2913
74.82300347222223,5.6171875,-2990
75.07282986111112,5.6171875,-2709
75.32265625000001,5.6171875,-2594
75.5724826388889,5.6171875,-2445
75.82230902777778,5.6171875,-2181
76.07213541666667,5.6171875,-2285
76.32196180555556,5.6171875,-2502
76.57178819444445,5.6171875,-2486
76.82161458333334,5.6171875,-2518
77.07144097222223,5.6171875,-2558
